PSA_ID,Domain,English,Kiswahili,Ekegusii,Source,Date,URL,Metadata,Status,English_norm,Kiswahili_norm,tokens_en,tokens_sw,codeswitch,glossary_terms
PSA000013,Health,"This is partly due to immunization, partly due to changes in the virus (especially the Omicron variants), and partly due to the availability of targeted medical treatments.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"This is partly due to immunization, partly due to changes in the virus (especially the Omicron variants), and partly due to the availability of targeted medical treatments.",,27,0,False,
PSA000014,Health,Most people make a full recovery without needing hospital treatment.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,Most people make a full recovery without needing hospital treatment.,,10,0,False,
PSA000015,Health,"For those with COVID-19 who are at high risk of severe illness (see question below), WHO has made recommendations on which drug treatments are effective in improving outcomes and preventing hospital admissions.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"For those with COVID-19 who are at high risk of severe illness (see question below), WHO has made recommendations on which drug treatments are effective in improving outcomes and preventing hospital admissions.",,32,0,False,
PSA000016,Health,It is also important to be vigilant in recognizing people with severe disease and those needing hospital treatment so that they are treated early.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,It is also important to be vigilant in recognizing people with severe disease and those needing hospital treatment so that they are treated early.,,24,0,False,
PSA000017,Health,"The consequences of severe COVID-19 include death, respiratory failure, sepsis, thromboembolism (blood clots), and multiorgan failure, including injury of the heart, liver or kidneys.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"The consequences of severe COVID-19 include death, respiratory failure, sepsis, thromboembolism (blood clots), and multiorgan failure, including injury of the heart, liver or kidneys.",,24,0,False,
PSA000018,Health,"In rare situations, children can develop a severe inflammatory syndrome a few weeks after infection.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"In rare situations, children can develop a severe inflammatory syndrome a few weeks after infection.",,15,0,False,
PSA000019,Health,"People aged 60 years and over, and those with underlying medical problems like high blood pressure, diabetes, other chronic health problems (for example those affecting the heart, lungs, kidneys, and brain), low immune function / immunosuppression (including HIV), obesity, cancer, and unvaccinated people are most at risk of severe illness.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"People aged 60 years and over, and those with underlying medical problems like high blood pressure, diabetes, other chronic health problems (for example those affecting the heart, lungs, kidneys, and brain), low immune function / immunosuppression (including HIV), obesity, cancer, and unvaccinated people are most at risk of severe illness.",,48,0,False,
PSA000020,Health,"However, anyone at any age can get sick with COVID-19 and become seriously ill or die.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"However, anyone at any age can get sick with COVID-19 and become seriously ill or die.",,16,0,False,
PSA000021,Health,"Some people who have had COVID-19, whether they have needed hospitalization or not, continue to experience symptoms, including fatigue, respiratory and neurological symptoms.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"Some people who have had COVID-19, whether they have needed hospitalization or not, continue to experience symptoms, including fatigue, respiratory and neurological symptoms.",,23,0,False,
PSA000022,Health,These long-term effects are called post COVID-19 condition (also called long COVID).,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,These long-term effects are called post COVID-19 condition (also called long COVID).,,13,0,False,
PSA000023,Health,"For further information on long COVID , see post COVID-19 condition and questions and answers .",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"For further information on long COVID , see post COVID-19 condition and questions and answers .",,14,0,False,
PSA000024,Health,"You can protect yourself and others from COVID-19 by following preventive measures, such as keeping a distance, wearing a mask in crowded and poorly ventilated spaces, practicing hand hygiene, respiratory etiquette (covering your mouth and nose with a bent elbow or a tissue when you cough or sneeze), getting vaccinated and staying up to date with booster doses.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"You can protect yourself and others from COVID-19 by following preventive measures, such as keeping a distance, wearing a mask in crowded and poorly ventilated spaces, practicing hand hygiene, respiratory etiquette (covering your mouth and nose with a bent elbow or a tissue when you cough or sneeze), getting vaccinated and staying up to date with booster doses.",,58,0,False,
PSA000025,Health,Check local advice where you live and work.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,Check local advice where you live and work.,,8,0,False,
PSA000026,Health,Read our public advice page for more information.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,Read our public advice page for more information.,,8,0,False,
PSA000027,Health,"Anyone with symptoms such as acute onset of fever and cough should be tested, wherever possible, to ensure that they receive appropriate clinical care.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"Anyone with symptoms such as acute onset of fever and cough should be tested, wherever possible, to ensure that they receive appropriate clinical care.",,24,0,False,
PSA000028,Health,"People who do not have symptoms but have had close contact with someone who is, or may be, infected may also consider testing.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"People who do not have symptoms but have had close contact with someone who is, or may be, infected may also consider testing.",,23,0,False,
PSA000029,Health,Contact your local health guidelines and follow their guidance.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,Contact your local health guidelines and follow their guidance.,,9,0,False,
PSA000030,Health,"While a person is waiting for test results, they should preferably wear a mask when interacting with others in or outside of their household or sharing space with others.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"While a person is waiting for test results, they should preferably wear a mask when interacting with others in or outside of their household or sharing space with others.",,29,0,False,
PSA000031,Health,"Where testing capacity is limited, tests should first be done for those at higher risk of infection, such as health workers, and those at higher risk of severe illness such as older people, especially those living in seniors’ residences or long-term care facilities.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"Where testing capacity is limited, tests should first be done for those at higher risk of infection, such as health workers, and those at higher risk of severe illness such as older people, especially those living in seniors' residences or long-term care facilities.",,44,0,False,
PSA000032,Health,Individuals with signs and symptoms suggestive of COVID-19 or those who test positive for the virus should wear a mask when interacting with others in or outside of one’s household or sharing space with others.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,Individuals with signs and symptoms suggestive of COVID-19 or those who test positive for the virus should wear a mask when interacting with others in or outside of one's household or sharing space with others.,,35,0,False,
PSA000033,Health,"There are two main types of tests that can confirm whether you are infected with SARS-CoV-2, the virus that causes COVID-19.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"There are two main types of tests that can confirm whether you are infected with SARS-CoV-2, the virus that causes COVID-19.",,22,0,False,
PSA000034,Health,"Molecular tests, such as polymerase chain reaction (PCR), are the most accurate tests for diagnosing SARS-CoV-2 infection.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"Molecular tests, such as polymerase chain reaction (PCR), are the most accurate tests for diagnosing SARS-CoV-2 infection.",,18,0,False,
PSA000035,Health,Molecular tests detect virus in the sample by amplifying viral genetic material to detectable levels.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,Molecular tests detect virus in the sample by amplifying viral genetic material to detectable levels.,,15,0,False,
PSA000036,Health,Rapid antigen tests (sometimes known as rapid diagnostic tests or RDTs) detect viral proteins (known as antigens).,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,Rapid antigen tests (sometimes known as rapid diagnostic tests or RDTs) detect viral proteins (known as antigens).,,17,0,False,
PSA000037,Health,RDTs are a simpler and faster option than molecular tests and are available for testing by trained operators or by the individual themselves (sometimes called self-tests).,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,RDTs are a simpler and faster option than molecular tests and are available for testing by trained operators or by the individual themselves (sometimes called self-tests).,,27,0,False,
PSA000038,Health,"They perform best when there is more virus circulating in the community and when sampled from an individual during the time they are most infectious, generally within the first 5–7 days following symptom onset.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"They perform best when there is more virus circulating in the community and when sampled from an individual during the time they are most infectious, generally within the first 5-7 days following symptom onset.",,33,0,False,
PSA000039,Health,Samples for both types of tests are collected from the nose and/or throat with a swab.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,Samples for both types of tests are collected from the nose and/or throat with a swab.,,17,0,False,
PSA000040,Health,Learn more about what kind of COVID-19 tests are available,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,Learn more about what kind of COVID-19 tests are available,,10,0,False,
PSA000041,Health,Why testing for SARS-CoV-2 is important,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,Why testing for SARS-CoV-2 is important,,7,0,False,
PSA000042,Health,What you need to know about self-testing,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,What you need to know about self-testing,,8,0,False,
PSA000043,Health,"Antibody tests can tell us whether someone has had an infection in the past, even if they have not had symptoms.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"Antibody tests can tell us whether someone has had an infection in the past, even if they have not had symptoms.",,21,0,False,
PSA000044,Health,"Also known as serological tests, these tests detect antibodies produced in response to an infection or vaccination.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"Also known as serological tests, these tests detect antibodies produced in response to an infection or vaccination.",,17,0,False,
PSA000045,Health,"In most people, antibodies start to develop after days to weeks and can indicate if a person has had past infection or has been vaccinated.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"In most people, antibodies start to develop after days to weeks and can indicate if a person has had past infection or has been vaccinated.",,25,0,False,
PSA000046,Health,Antibody tests cannot be used to diagnose SARS-CoV-2 infection in the early stages of infection or disease but can indicate whether or not someone has had the disease in the past.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,Antibody tests cannot be used to diagnose SARS-CoV-2 infection in the early stages of infection or disease but can indicate whether or not someone has had the disease in the past.,,32,0,False,
PSA000047,Health,"If you have been vaccinated, many antibody tests are not able to distinguish between whether you were previously infected or have been vaccinated (or both), so in such situations you will test positive in either case.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"If you have been vaccinated, many antibody tests are not able to distinguish between whether you were previously infected or have been vaccinated (or both), so in such situations you will test positive in either case.",,36,0,False,
PSA000048,Health,Both isolation and quarantine are methods of preventing the spread of COVID-19.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,Both isolation and quarantine are methods of preventing the spread of COVID-19.,,12,0,False,
PSA000049,Health,"Quarantine is used for certain persons who are a contact of someone infected with SARS-CoV-2, the virus that causes COVID-19, whether the infected person has symptoms or not.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"Quarantine is used for certain persons who are a contact of someone infected with SARS-CoV-2, the virus that causes COVID-19, whether the infected person has symptoms or not.",,29,0,False,
PSA000050,Health,Quarantine means that you remain separated from others because you have been exposed to the virus and you may be infected and can take place in a designated facility or at home.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,Quarantine means that you remain separated from others because you have been exposed to the virus and you may be infected and can take place in a designated facility or at home.,,32,0,False,
PSA000051,Health,"For COVID-19, this means staying in the facility or at home for several days.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"For COVID-19, this means staying in the facility or at home for several days.",,14,0,False,
PSA000052,Health,Isolation is used for people with COVID-19 symptoms or who have tested positive for the virus.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,Isolation is used for people with COVID-19 symptoms or who have tested positive for the virus.,,16,0,False,
PSA000053,Health,"Being in isolation means being separated from other people, ideally in a medical facility where you can receive clinical care.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"Being in isolation means being separated from other people, ideally in a medical facility where you can receive clinical care.",,20,0,False,
PSA000054,Health,"If isolation in a medical facility is not possible and you are not in a high-risk group for developing severe disease, isolation can take place at home.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"If isolation in a medical facility is not possible and you are not in a high-risk group for developing severe disease, isolation can take place at home.",,28,0,False,
PSA000055,Health,"If you have symptoms, you should remain in isolation for at least 10 days.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"If you have symptoms, you should remain in isolation for at least 10 days.",,13,0,False,
PSA000056,Health,"If you are infected and do not develop symptoms, you should remain in isolation for 5 days from the time you test positive.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"If you are infected and do not develop symptoms, you should remain in isolation for 5 days from the time you test positive.",,22,0,False,
PSA000057,Health,You can be discharged from isolation early if you test negative on a rapid antigen test.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,You can be discharged from isolation early if you test negative on a rapid antigen test.,,16,0,False,
PSA000058,Health,"If you have been exposed to someone with COVID-19, you may become infected, even if you feel well.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"If you have been exposed to someone with COVID-19, you may become infected, even if you feel well.",,18,0,False,
PSA000059,Health,"The time from exposure to COVID-19 to the moment when symptoms begin is, on average, 5–6 days and can range from 1–14 days.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"The time from exposure to COVID-19 to the moment when symptoms begin is, on average, 5-6 days and can range from 1-14 days.",,21,0,False,
PSA000060,Health,This is why people who have been exposed to the virus are advised to remain at home and stay away from others in order to prevent the spread of the virus.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,This is why people who have been exposed to the virus are advised to remain at home and stay away from others in order to prevent the spread of the virus.,,31,0,False,
PSA000061,Health,There are several COVID-19 vaccines validated for use by WHO (given Emergency Use Listing) and from other stringent national regulatory agencies (SRAs).,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,There are several COVID-19 vaccines validated for use by WHO (given Emergency Use Listing) and from other stringent national regulatory agencies (SRAs).,,22,0,False,
PSA000062,Health,The first mass vaccination programme started in early December 2020 and the number of vaccination doses administered is updated on a regular basis here .,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,The first mass vaccination programme started in early December 2020 and the number of vaccination doses administered is updated on a regular basis here .,,23,0,False,
PSA000063,Health,"For more information on vaccine for COVID-19, see the vaccine questions and answers: Coronavirus disease (COVID-19): Vaccines (who.int)",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"For more information on vaccine for COVID-19, see the vaccine questions and answers: Coronavirus disease (COVID-19): Vaccines (who.int)",,19,0,False,
PSA000064,Health,There has been huge progress in developing treatments for patients with COVID-19.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,There has been huge progress in developing treatments for patients with COVID-19.,,12,0,False,
PSA000065,Health,Treatments for COVID-19 should be decided on an individual basis between the person and the healthcare professional looking after them.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,Treatments for COVID-19 should be decided on an individual basis between the person and the healthcare professional looking after them.,,20,0,False,
PSA000066,Health,The choice will depend on the severity of disease and the risk of disease worsening (including the person’s age and whether they have any health problems).,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,The choice will depend on the severity of disease and the risk of disease worsening (including the person's age and whether they have any health problems).,,26,0,False,
PSA000067,Health,"WHO maintains a list of recommended treatments, together with the evidence for each, available at https://app.magicapp.org/#/guideline/nBkO1E .",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"WHO maintains a list of recommended treatments, together with the evidence for each, available at https://app.magicapp.org/#/guideline/nBkO1E .",,22,0,False,
PSA000068,Health,"Apart from these medications, amongst the most commonly and globally used, and important treatments is oxygen for severely ill patients.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"Apart from these medications, amongst the most commonly and globally used, and important treatments is oxygen for severely ill patients.",,20,0,False,
PSA000069,Health,"WHO leads work which aims to improve global capacity and access to oxygen production, distribution and supply to patients.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending,"WHO leads work which aims to improve global capacity and access to oxygen production, distribution and supply to patients.",,19,0,False,
