PSA_ID,Domain,English,Kiswahili,Ekegusii,Source,Date,URL,Metadata,Status
PSA000023,Health,"For further information on long COVID , see post COVID-19 condition and questions and answers .",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000024,Health,"You can protect yourself and others from COVID-19 by following preventive measures, such as keeping a distance, wearing a mask in crowded and poorly ventilated spaces, practicing hand hygiene, respiratory etiquette (covering your mouth and nose with a bent elbow or a tissue when you cough or sneeze), getting vaccinated and staying up to date with booster doses.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000025,Health,Check local advice where you live and work.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000026,Health,Read our public advice page for more information.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000027,Health,"Anyone with symptoms such as acute onset of fever and cough should be tested, wherever possible, to ensure that they receive appropriate clinical care.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000028,Health,"People who do not have symptoms but have had close contact with someone who is, or may be, infected may also consider testing.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000029,Health,Contact your local health guidelines and follow their guidance.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000030,Health,"While a person is waiting for test results, they should preferably wear a mask when interacting with others in or outside of their household or sharing space with others.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000031,Health,"Where testing capacity is limited, tests should first be done for those at higher risk of infection, such as health workers, and those at higher risk of severe illness such as older people, especially those living in seniors’ residences or long-term care facilities.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000032,Health,Individuals with signs and symptoms suggestive of COVID-19 or those who test positive for the virus should wear a mask when interacting with others in or outside of one’s household or sharing space with others.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000033,Health,"There are two main types of tests that can confirm whether you are infected with SARS-CoV-2, the virus that causes COVID-19.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000034,Health,"Molecular tests, such as polymerase chain reaction (PCR), are the most accurate tests for diagnosing SARS-CoV-2 infection.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000035,Health,Molecular tests detect virus in the sample by amplifying viral genetic material to detectable levels.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000036,Health,Rapid antigen tests (sometimes known as rapid diagnostic tests or RDTs) detect viral proteins (known as antigens).,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000037,Health,RDTs are a simpler and faster option than molecular tests and are available for testing by trained operators or by the individual themselves (sometimes called self-tests).,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000038,Health,"They perform best when there is more virus circulating in the community and when sampled from an individual during the time they are most infectious, generally within the first 5–7 days following symptom onset.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000039,Health,Samples for both types of tests are collected from the nose and/or throat with a swab.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000040,Health,Learn more about what kind of COVID-19 tests are available,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000041,Health,Why testing for SARS-CoV-2 is important,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000042,Health,What you need to know about self-testing,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000043,Health,"Antibody tests can tell us whether someone has had an infection in the past, even if they have not had symptoms.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000044,Health,"Also known as serological tests, these tests detect antibodies produced in response to an infection or vaccination.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000045,Health,"In most people, antibodies start to develop after days to weeks and can indicate if a person has had past infection or has been vaccinated.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000046,Health,Antibody tests cannot be used to diagnose SARS-CoV-2 infection in the early stages of infection or disease but can indicate whether or not someone has had the disease in the past.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000047,Health,"If you have been vaccinated, many antibody tests are not able to distinguish between whether you were previously infected or have been vaccinated (or both), so in such situations you will test positive in either case.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000048,Health,Both isolation and quarantine are methods of preventing the spread of COVID-19.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000049,Health,"Quarantine is used for certain persons who are a contact of someone infected with SARS-CoV-2, the virus that causes COVID-19, whether the infected person has symptoms or not.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000050,Health,Quarantine means that you remain separated from others because you have been exposed to the virus and you may be infected and can take place in a designated facility or at home.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000051,Health,"For COVID-19, this means staying in the facility or at home for several days.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000052,Health,Isolation is used for people with COVID-19 symptoms or who have tested positive for the virus.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000053,Health,"Being in isolation means being separated from other people, ideally in a medical facility where you can receive clinical care.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000054,Health,"If isolation in a medical facility is not possible and you are not in a high-risk group for developing severe disease, isolation can take place at home.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000055,Health,"If you have symptoms, you should remain in isolation for at least 10 days.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000056,Health,"If you are infected and do not develop symptoms, you should remain in isolation for 5 days from the time you test positive.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000057,Health,You can be discharged from isolation early if you test negative on a rapid antigen test.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000058,Health,"If you have been exposed to someone with COVID-19, you may become infected, even if you feel well.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000059,Health,"The time from exposure to COVID-19 to the moment when symptoms begin is, on average, 5–6 days and can range from 1–14 days.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000060,Health,This is why people who have been exposed to the virus are advised to remain at home and stay away from others in order to prevent the spread of the virus.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000061,Health,There are several COVID-19 vaccines validated for use by WHO (given Emergency Use Listing) and from other stringent national regulatory agencies (SRAs).,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000062,Health,The first mass vaccination programme started in early December 2020 and the number of vaccination doses administered is updated on a regular basis here .,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000063,Health,"For more information on vaccine for COVID-19, see the vaccine questions and answers: Coronavirus disease (COVID-19): Vaccines (who.int)",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000064,Health,There has been huge progress in developing treatments for patients with COVID-19.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000065,Health,Treatments for COVID-19 should be decided on an individual basis between the person and the healthcare professional looking after them.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000066,Health,The choice will depend on the severity of disease and the risk of disease worsening (including the person’s age and whether they have any health problems).,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000067,Health,"WHO maintains a list of recommended treatments, together with the evidence for each, available at https://app.magicapp.org/#/guideline/nBkO1E .",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000068,Health,"Apart from these medications, amongst the most commonly and globally used, and important treatments is oxygen for severely ill patients.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000069,Health,"WHO leads work which aims to improve global capacity and access to oxygen production, distribution and supply to patients.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000070,Health,"For corticosteroids, further specific information can be found in the Corticosteroids, including dexamethasone questions and answers .",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000071,Health,Antibiotics do not work against viruses; they only work on bacterial infections.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000072,Health,"COVID-19 is caused by a virus, so antibiotics do not work.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000073,Health,Antibiotics should not be used as a means of prevention or treatment of COVID-19.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000074,Health,"In hospitals, physicians will sometimes use antibiotics to treat secondary bacterial infections, which can be a complication of COVID-19 in severely ill patients.",,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000075,Health,They should only be used as directed by a physician to treat a bacterial infection.,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000076,Health,Advice for the public,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000077,Health,WHO Information Network on Epidemics (EPI-WIN),,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000078,Health,Science in 5 series : WHO experts explain the science related to COVID-19,,,WHO,2026-07-22,https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-covid-19,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_covid_qna""}",Pending
PSA000079,Health,Around 73 million induced abortions take place worldwide each year.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/abortion,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending
PSA000080,Health,"Six out of 10 (61%) of all unintended pregnancies, and 3 out of 10 (29%) of all pregnancies, end in induced abortion (1) .",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/abortion,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending
PSA000081,Health,Comprehensive abortion care is included in the list of essential health care services published by WHO in 2020.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/abortion,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending
PSA000082,Health,Abortion is a simple health care intervention that can be safely and effectively managed by a wide range of health workers using medication or a surgical procedure.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/abortion,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending
PSA000083,Health,"In the first 12 weeks of pregnancy, a medical abortion can also be safely self-managed by the pregnant person outside of a health care facility (e.g. at home), in whole or in part.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/abortion,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending
PSA000084,Health,"This requires that the woman has access to accurate information, quality medicines and support from a trained health worker (if she needs or wants it during the process).",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/abortion,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending
PSA000085,Health,"Comprehensive abortion care includes the provision of information, abortion management and post-abortion care.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/abortion,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending
PSA000086,Health,"Abortion management includes induced abortion (the deliberate interruption of an ongoing pregnancy by medical or surgical means), care related to pregnancy loss (e.g., miscarriage/spontaneous abortion, missed abortion and intrauterine fetal demise), and management of complications after an abortion.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/abortion,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending
PSA000087,Health,The information in this fact sheet focuses on care related to induced abortion.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/abortion,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending
PSA000088,Health,"When carried out using a method recommended by WHO appropriate to the pregnancy duration, and by someone with the necessary skills, abortion is a safe health care intervention (2).",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/abortion,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending
PSA000089,Health,"However, when people with unintended pregnancies face barriers to attaining safe, timely, affordable, geographically reachable, respectful and non-discriminatory abortion care, they may resort to unsafe abortion.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/abortion,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending
PSA000090,Health,Global estimates from 2010–2014 demonstrate that 45% of all induced abortions are unsafe.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/abortion,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending
PSA000091,Health,"Of all unsafe abortions, one third were performed under the least safe conditions, i.e. by untrained persons using dangerous and invasive methods.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/abortion,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending
PSA000092,Health,"More than half of all these unsafe abortions occurred in Asia, most of them in south and central Asia.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/abortion,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending
PSA000093,Health,"In Latin America and Africa, the majority (approximately 3 out of 4) of all abortions were unsafe.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/abortion,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending
PSA000094,Health,"In Africa, nearly half of all abortions occurred under the least safe circumstances (3) .",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/abortion,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending
